op,graph_name,family,tsol,dtype,physical_storage,accumulators,frontend,graph_ir,schedule_ir,tile_ir,cpu,x86,apple_cpu,apple_gpu,nvidia_sm120,rocm_gfx1151,rocm_gfx1200,rocm_gfx1250,rocm_gfx1251,gaps
ebm_energy,tessera.ebm_energy,energy_based_models,no,bf16,bf16,,public,not_applicable,complete,planned,absent,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
ebm_energy,tessera.ebm_energy,energy_based_models,no,fp16,fp16,,public,not_applicable,complete,planned,absent,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
ebm_energy,tessera.ebm_energy,energy_based_models,no,fp32,fp32,,public,not_applicable,complete,fused,absent,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
ebm_energy,tessera.ebm_energy,energy_based_models,no,fp64,fp64,,public,not_applicable,complete,reference,absent,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
ebm_energy_quadratic,tessera.ebm_energy_quadratic,energy_based_models,no,bf16,bf16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
ebm_energy_quadratic,tessera.ebm_energy_quadratic,energy_based_models,no,fp16,fp16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
ebm_energy_quadratic,tessera.ebm_energy_quadratic,energy_based_models,no,fp32,fp32,,public,not_applicable,complete,fused,legal_only,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
ebm_energy_quadratic,tessera.ebm_energy_quadratic,energy_based_models,no,fp64,fp64,,public,not_applicable,complete,reference,unsupported,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
ebm_inner_step,tessera.ebm_inner_step,energy_based_models,no,bf16,bf16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
ebm_inner_step,tessera.ebm_inner_step,energy_based_models,no,fp16,fp16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
ebm_inner_step,tessera.ebm_inner_step,energy_based_models,no,fp32,fp32,,public,not_applicable,complete,fused,legal_only,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
ebm_inner_step,tessera.ebm_inner_step,energy_based_models,no,fp64,fp64,,public,not_applicable,complete,reference,unsupported,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
ebm_langevin_step,tessera.ebm.langevin_step,energy_based_models,no,bf16,bf16,fp32,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
ebm_langevin_step,tessera.ebm.langevin_step,energy_based_models,no,fp16,fp16,fp32,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
ebm_langevin_step,tessera.ebm.langevin_step,energy_based_models,no,fp32,fp32,fp32,public,not_applicable,complete,fused,legal_only,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
ebm_langevin_step,tessera.ebm.langevin_step,energy_based_models,no,fp64,fp64,fp32,public,not_applicable,complete,reference,unsupported,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
ebm_partition_exact,tessera.ebm_partition_exact,energy_based_models,no,bf16,bf16,,public,not_applicable,complete,planned,absent,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
ebm_partition_exact,tessera.ebm_partition_exact,energy_based_models,no,fp16,fp16,,public,not_applicable,complete,planned,absent,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
ebm_partition_exact,tessera.ebm_partition_exact,energy_based_models,no,fp32,fp32,,public,not_applicable,complete,fused,absent,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
ebm_partition_exact,tessera.ebm_partition_exact,energy_based_models,no,fp64,fp64,,public,not_applicable,complete,reference,absent,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
ebm_refinement,tessera.ebm_refinement,energy_based_models,no,bf16,bf16,fp32,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
ebm_refinement,tessera.ebm_refinement,energy_based_models,no,fp16,fp16,fp32,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
ebm_refinement,tessera.ebm_refinement,energy_based_models,no,fp32,fp32,fp32,public,not_applicable,complete,fused,legal_only,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
ebm_refinement,tessera.ebm_refinement,energy_based_models,no,fp64,fp64,fp32,public,not_applicable,complete,reference,unsupported,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
ebm_self_verify,tessera.ebm_self_verify,energy_based_models,no,bf16,bf16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
ebm_self_verify,tessera.ebm_self_verify,energy_based_models,no,fp16,fp16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
ebm_self_verify,tessera.ebm_self_verify,energy_based_models,no,fp32,fp32,,public,not_applicable,complete,fused,legal_only,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
ebm_self_verify,tessera.ebm_self_verify,energy_based_models,no,fp64,fp64,,public,not_applicable,complete,reference,unsupported,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
ebm_sphere_langevin,tessera.ebm_sphere_langevin,energy_based_models,no,bf16,bf16,,public,not_applicable,not_applicable,planned,absent,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
ebm_sphere_langevin,tessera.ebm_sphere_langevin,energy_based_models,no,fp16,fp16,,public,not_applicable,not_applicable,planned,absent,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
ebm_sphere_langevin,tessera.ebm_sphere_langevin,energy_based_models,no,fp32,fp32,,public,not_applicable,not_applicable,fused,absent,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
ebm_sphere_langevin,tessera.ebm_sphere_langevin,energy_based_models,no,fp64,fp64,,public,not_applicable,not_applicable,reference,absent,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
adafactor,tessera.adafactor,functional_optimizer_step,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
adafactor,tessera.adafactor,functional_optimizer_step,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
adam,tessera.adam,functional_optimizer_step,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,artifact_only,unsupported,absent,absent,absent,direct_test
adam,tessera.adam,functional_optimizer_step,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,artifact_only,unsupported,absent,absent,absent,direct_test
adam,tessera.adam,functional_optimizer_step,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,artifact_only,device_verified_jit,absent,absent,absent,
adamw,tessera.adamw,functional_optimizer_step,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,artifact_only,unsupported,absent,absent,absent,direct_test
adamw,tessera.adamw,functional_optimizer_step,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,artifact_only,unsupported,absent,absent,absent,direct_test
adamw,tessera.adamw,functional_optimizer_step,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,artifact_only,device_verified_jit,absent,absent,absent,
lion,tessera.lion,functional_optimizer_step,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported,absent,absent,absent,tile/physical/direct_test
lion,tessera.lion,functional_optimizer_step,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,device_verified_jit,device_verified_jit,absent,absent,absent,
momentum,tessera.momentum,functional_optimizer_step,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,artifact_only,unsupported,absent,absent,absent,direct_test
momentum,tessera.momentum,functional_optimizer_step,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,artifact_only,unsupported,absent,absent,absent,direct_test
momentum,tessera.momentum,functional_optimizer_step,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,artifact_only,device_verified_jit,absent,absent,absent,
nesterov,tessera.nesterov,functional_optimizer_step,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,artifact_only,unsupported,absent,absent,absent,direct_test
nesterov,tessera.nesterov,functional_optimizer_step,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,artifact_only,unsupported,absent,absent,absent,direct_test
nesterov,tessera.nesterov,functional_optimizer_step,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,artifact_only,device_verified_jit,absent,absent,absent,
sgd,tessera.sgd,functional_optimizer_step,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,artifact_only,unsupported,absent,absent,absent,direct_test
sgd,tessera.sgd,functional_optimizer_step,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,artifact_only,unsupported,absent,absent,absent,direct_test
sgd,tessera.sgd,functional_optimizer_step,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,artifact_only,device_verified_jit,absent,absent,absent,
fused_epilogue,tessera.fused_epilogue,fused_epilogue,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,legal_only,unsupported,unsupported,device_verified_jit,device_verified_jit,absent,absent,absent,
fused_epilogue,tessera.fused_epilogue,fused_epilogue,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,device_verified_jit,device_verified_jit,absent,absent,absent,
fused_epilogue,tessera.fused_epilogue,fused_epilogue,no,fp32,fp32,fp32,public,registered,complete,fused,reference,legal_only,reference,device_verified_jit,unsupported,device_verified_jit,absent,absent,absent,
fused_epilogue,tessera.fused_epilogue,fused_epilogue,no,fp8_e4m3,fp8_e4m3,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,unsupported,device_verified_jit,absent,absent,absent,
fused_epilogue,tessera.fused_epilogue,fused_epilogue,no,fp8_e5m2,fp8_e5m2,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,unsupported,device_verified_jit,absent,absent,absent,
clifford_codiff,tessera.clifford_codiff,geometric_algebra,no,bf16,bf16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_codiff,tessera.clifford_codiff,geometric_algebra,no,fp16,fp16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_codiff,tessera.clifford_codiff,geometric_algebra,no,fp32,fp32,,public,not_applicable,complete,fused,legal_only,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
clifford_codiff,tessera.clifford_codiff,geometric_algebra,no,fp64,fp64,,public,not_applicable,complete,reference,unsupported,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
clifford_conjugate,tessera.clifford_conjugate,geometric_algebra,no,bf16,bf16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_conjugate,tessera.clifford_conjugate,geometric_algebra,no,fp16,fp16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_conjugate,tessera.clifford_conjugate,geometric_algebra,no,fp32,fp32,,public,not_applicable,complete,fused,legal_only,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
clifford_conjugate,tessera.clifford_conjugate,geometric_algebra,no,fp64,fp64,,public,not_applicable,complete,reference,unsupported,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
clifford_exp,tessera.clifford_exp,geometric_algebra,no,bf16,bf16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_exp,tessera.clifford_exp,geometric_algebra,no,fp16,fp16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_exp,tessera.clifford_exp,geometric_algebra,no,fp32,fp32,,public,not_applicable,complete,fused,legal_only,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
clifford_exp,tessera.clifford_exp,geometric_algebra,no,fp64,fp64,,public,not_applicable,complete,reference,unsupported,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
clifford_ext_deriv,tessera.clifford_ext_deriv,geometric_algebra,no,bf16,bf16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_ext_deriv,tessera.clifford_ext_deriv,geometric_algebra,no,fp16,fp16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_ext_deriv,tessera.clifford_ext_deriv,geometric_algebra,no,fp32,fp32,,public,not_applicable,complete,fused,legal_only,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
clifford_ext_deriv,tessera.clifford_ext_deriv,geometric_algebra,no,fp64,fp64,,public,not_applicable,complete,reference,unsupported,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
clifford_geometric_product,tessera.clifford_geometric_product,geometric_algebra,no,bf16,bf16,,public,not_applicable,complete,fused,legal_only,unsupported,unsupported,fused,absent,unsupported,absent,absent,absent,
clifford_geometric_product,tessera.clifford_geometric_product,geometric_algebra,no,fp16,fp16,,public,not_applicable,complete,fused,legal_only,unsupported,unsupported,fused,absent,unsupported,absent,absent,absent,
clifford_geometric_product,tessera.clifford_geometric_product,geometric_algebra,no,fp32,fp32,,public,not_applicable,complete,fused,legal_only,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
clifford_geometric_product,tessera.clifford_geometric_product,geometric_algebra,no,fp64,fp64,,public,not_applicable,complete,reference,unsupported,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
clifford_grade_involution,tessera.clifford_grade_involution,geometric_algebra,no,bf16,bf16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_grade_involution,tessera.clifford_grade_involution,geometric_algebra,no,fp16,fp16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_grade_involution,tessera.clifford_grade_involution,geometric_algebra,no,fp32,fp32,,public,not_applicable,complete,fused,legal_only,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
clifford_grade_involution,tessera.clifford_grade_involution,geometric_algebra,no,fp64,fp64,,public,not_applicable,complete,reference,unsupported,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
clifford_grade_projection,tessera.clifford_grade_projection,geometric_algebra,no,bf16,bf16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_grade_projection,tessera.clifford_grade_projection,geometric_algebra,no,fp16,fp16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_grade_projection,tessera.clifford_grade_projection,geometric_algebra,no,fp32,fp32,,public,not_applicable,complete,fused,legal_only,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
clifford_grade_projection,tessera.clifford_grade_projection,geometric_algebra,no,fp64,fp64,,public,not_applicable,complete,reference,unsupported,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
clifford_hodge_star,tessera.clifford_hodge_star,geometric_algebra,no,bf16,bf16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_hodge_star,tessera.clifford_hodge_star,geometric_algebra,no,fp16,fp16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_hodge_star,tessera.clifford_hodge_star,geometric_algebra,no,fp32,fp32,,public,not_applicable,complete,fused,legal_only,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
clifford_hodge_star,tessera.clifford_hodge_star,geometric_algebra,no,fp64,fp64,,public,not_applicable,complete,reference,unsupported,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
clifford_inner,tessera.clifford_inner,geometric_algebra,no,bf16,bf16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_inner,tessera.clifford_inner,geometric_algebra,no,fp16,fp16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_inner,tessera.clifford_inner,geometric_algebra,no,fp32,fp32,,public,not_applicable,complete,fused,legal_only,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
clifford_inner,tessera.clifford_inner,geometric_algebra,no,fp64,fp64,,public,not_applicable,complete,reference,unsupported,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
clifford_integral,tessera.clifford_integral,geometric_algebra,no,bf16,bf16,,public,not_applicable,complete,planned,absent,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_integral,tessera.clifford_integral,geometric_algebra,no,fp16,fp16,,public,not_applicable,complete,planned,absent,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_integral,tessera.clifford_integral,geometric_algebra,no,fp32,fp32,,public,not_applicable,complete,fused,absent,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
clifford_integral,tessera.clifford_integral,geometric_algebra,no,fp64,fp64,,public,not_applicable,complete,reference,absent,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
clifford_left_contraction,tessera.clifford_left_contraction,geometric_algebra,no,bf16,bf16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_left_contraction,tessera.clifford_left_contraction,geometric_algebra,no,fp16,fp16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_left_contraction,tessera.clifford_left_contraction,geometric_algebra,no,fp32,fp32,,public,not_applicable,complete,fused,legal_only,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
clifford_left_contraction,tessera.clifford_left_contraction,geometric_algebra,no,fp64,fp64,,public,not_applicable,complete,reference,unsupported,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
clifford_log,tessera.clifford_log,geometric_algebra,no,bf16,bf16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_log,tessera.clifford_log,geometric_algebra,no,fp16,fp16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_log,tessera.clifford_log,geometric_algebra,no,fp32,fp32,,public,not_applicable,complete,fused,legal_only,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
clifford_log,tessera.clifford_log,geometric_algebra,no,fp64,fp64,,public,not_applicable,complete,reference,unsupported,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
clifford_norm,tessera.clifford_norm,geometric_algebra,no,bf16,bf16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_norm,tessera.clifford_norm,geometric_algebra,no,fp16,fp16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_norm,tessera.clifford_norm,geometric_algebra,no,fp32,fp32,,public,not_applicable,complete,fused,legal_only,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
clifford_norm,tessera.clifford_norm,geometric_algebra,no,fp64,fp64,,public,not_applicable,complete,reference,unsupported,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
clifford_norm_squared,tessera.clifford_norm_squared,geometric_algebra,no,bf16,bf16,fp32,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_norm_squared,tessera.clifford_norm_squared,geometric_algebra,no,fp16,fp16,fp32,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_norm_squared,tessera.clifford_norm_squared,geometric_algebra,no,fp32,fp32,fp32,public,not_applicable,complete,fused,legal_only,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
clifford_norm_squared,tessera.clifford_norm_squared,geometric_algebra,no,fp64,fp64,fp32,public,not_applicable,complete,reference,unsupported,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
clifford_reverse,tessera.clifford_reverse,geometric_algebra,no,bf16,bf16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_reverse,tessera.clifford_reverse,geometric_algebra,no,fp16,fp16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_reverse,tessera.clifford_reverse,geometric_algebra,no,fp32,fp32,,public,not_applicable,complete,fused,legal_only,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
clifford_reverse,tessera.clifford_reverse,geometric_algebra,no,fp64,fp64,,public,not_applicable,complete,reference,unsupported,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
clifford_rotor_sandwich,tessera.clifford_rotor_sandwich,geometric_algebra,no,bf16,bf16,,public,not_applicable,complete,fused,legal_only,unsupported,unsupported,fused,absent,unsupported,absent,absent,absent,
clifford_rotor_sandwich,tessera.clifford_rotor_sandwich,geometric_algebra,no,fp16,fp16,,public,not_applicable,complete,fused,legal_only,unsupported,unsupported,fused,absent,unsupported,absent,absent,absent,
clifford_rotor_sandwich,tessera.clifford_rotor_sandwich,geometric_algebra,no,fp32,fp32,,public,not_applicable,complete,fused,legal_only,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
clifford_rotor_sandwich,tessera.clifford_rotor_sandwich,geometric_algebra,no,fp64,fp64,,public,not_applicable,complete,reference,unsupported,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
clifford_vec_deriv,tessera.clifford_vec_deriv,geometric_algebra,no,bf16,bf16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_vec_deriv,tessera.clifford_vec_deriv,geometric_algebra,no,fp16,fp16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_vec_deriv,tessera.clifford_vec_deriv,geometric_algebra,no,fp32,fp32,,public,not_applicable,complete,fused,legal_only,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
clifford_vec_deriv,tessera.clifford_vec_deriv,geometric_algebra,no,fp64,fp64,,public,not_applicable,complete,reference,unsupported,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
clifford_wedge,tessera.clifford_wedge,geometric_algebra,no,bf16,bf16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_wedge,tessera.clifford_wedge,geometric_algebra,no,fp16,fp16,,public,not_applicable,complete,planned,legal_only,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
clifford_wedge,tessera.clifford_wedge,geometric_algebra,no,fp32,fp32,,public,not_applicable,complete,fused,legal_only,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
clifford_wedge,tessera.clifford_wedge,geometric_algebra,no,fp64,fp64,,public,not_applicable,complete,reference,unsupported,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
dynamic_slice,tessera.dynamic_slice,indexing,no,fp32,fp32,int32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
dynamic_slice,tessera.dynamic_slice,indexing,no,int32,int32,int32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
dynamic_update_slice,tessera.dynamic_update_slice,indexing,no,fp32,fp32,int32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
dynamic_update_slice,tessera.dynamic_update_slice,indexing,no,int32,int32,int32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
gather,tessera.gather,indexing,no,bf16,bf16,int32,public,registered,complete,fused,unsupported,legal_only,unsupported,fused,absent,absent,absent,absent,absent,
gather,tessera.gather,indexing,no,fp16,fp16,int32,public,registered,complete,fused,unsupported,unsupported,unsupported,fused,absent,absent,absent,absent,absent,
gather,tessera.gather,indexing,no,fp32,fp32,int32,public,registered,complete,fused,reference,legal_only,reference,fused,absent,absent,absent,absent,absent,
gather,tessera.gather,indexing,no,int32,int32,int32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,absent,absent,absent,absent,tile/physical/direct_test
index_select,tessera.index_select,indexing,no,fp32,fp32,int32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
index_select,tessera.index_select,indexing,no,int32,int32,int32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
index_update,tessera.index_update,indexing,no,fp32,fp32,int32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
index_update,tessera.index_update,indexing,no,int32,int32,int32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
masked_categorical,tessera.masked_categorical,indexing,no,fp32,fp32,int32,public,registered,complete,fused,reference,legal_only,reference,fused,absent,absent,absent,absent,absent,
masked_categorical,tessera.masked_categorical,indexing,no,int32,int32,int32,public,registered,complete,fused,unsupported,unsupported,unsupported,fused,absent,absent,absent,absent,absent,
memory_index_select,tessera.memory_index_select,indexing,no,fp32,fp32,int32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
memory_index_select,tessera.memory_index_select,indexing,no,int32,int32,int32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
memory_index_select_ste,tessera.memory_index_select_ste,indexing,no,fp32,fp32,int32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
