op,graph_name,family,tsol,dtype,physical_storage,accumulators,frontend,graph_ir,schedule_ir,tile_ir,cpu,x86,apple_cpu,apple_gpu,nvidia_sm120,rocm_gfx1151,rocm_gfx1200,rocm_gfx1250,rocm_gfx1251,gaps
quantize_fp6,tessera.quantize_fp6,quantize,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
quantize_fp6,tessera.quantize_fp6,quantize,no,fp6_e2m3,fp6_e2m3,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
quantize_fp8,tessera.quantize_fp8,quantize,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
quantize_fp8,tessera.quantize_fp8,quantize,no,fp8_e4m3,fp8_e4m3,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
quantize_nvfp4,tessera.quantize_nvfp4,quantize,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
quantize_nvfp4,tessera.quantize_nvfp4,quantize,no,nvfp4,nvfp4,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
dropout,tessera.dropout,random_mask,yes,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
dropout,tessera.dropout,random_mask,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
rng_normal,tessera.rng_normal,random_source,yes,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
rng_normal,tessera.rng_normal,random_source,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
rng_philox_normal,tessera.rng_philox_normal,random_source,yes,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
rng_philox_normal,tessera.rng_philox_normal,random_source,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
rng_philox_uniform,tessera.rng_philox_uniform,random_source,yes,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
rng_philox_uniform,tessera.rng_philox_uniform,random_source,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
rng_uniform,tessera.rng_uniform,random_source,yes,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
rng_uniform,tessera.rng_uniform,random_source,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
amax,tessera.amax,reduction,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
amax,tessera.amax,reduction,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
amax,tessera.amax,reduction,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
amin,tessera.amin,reduction,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
amin,tessera.amin,reduction,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
amin,tessera.amin,reduction,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
argmax,tessera.argmax,reduction,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
argmax,tessera.argmax,reduction,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
argmax,tessera.argmax,reduction,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
argmin,tessera.argmin,reduction,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
argmin,tessera.argmin,reduction,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
argmin,tessera.argmin,reduction,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
count_nonzero,tessera.count_nonzero,reduction,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
count_nonzero,tessera.count_nonzero,reduction,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
cummax,tessera.cummax,reduction,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
cummax,tessera.cummax,reduction,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
cummax,tessera.cummax,reduction,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
cummin,tessera.cummin,reduction,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
cummin,tessera.cummin,reduction,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
cummin,tessera.cummin,reduction,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
cumprod,tessera.cumprod,reduction,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
cumprod,tessera.cumprod,reduction,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
cumprod,tessera.cumprod,reduction,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
cumsum,tessera.cumsum,reduction,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
cumsum,tessera.cumsum,reduction,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
cumsum,tessera.cumsum,reduction,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
max,tessera.max,reduction,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
max,tessera.max,reduction,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
max,tessera.max,reduction,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
mean,tessera.mean,reduction,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
mean,tessera.mean,reduction,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
mean,tessera.mean,reduction,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
min,tessera.min,reduction,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
min,tessera.min,reduction,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
min,tessera.min,reduction,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
prod,tessera.prod,reduction,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
prod,tessera.prod,reduction,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
prod,tessera.prod,reduction,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
std,tessera.std,reduction,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
std,tessera.std,reduction,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
std,tessera.std,reduction,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
var,tessera.var,reduction,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
var,tessera.var,reduction,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
var,tessera.var,reduction,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
cispo_policy_loss,tessera.rl.cispo_policy_loss,rl_loss,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,absent,device_verified_jit,absent,absent,absent,
cispo_policy_loss,tessera.rl.cispo_policy_loss,rl_loss,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,absent,device_verified_jit,absent,absent,absent,
cispo_policy_loss,tessera.rl.cispo_policy_loss,rl_loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
grpo_policy_loss,tessera.rl.grpo_policy_loss,rl_loss,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,absent,device_verified_jit,absent,absent,absent,
grpo_policy_loss,tessera.rl.grpo_policy_loss,rl_loss,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,absent,device_verified_jit,absent,absent,absent,
grpo_policy_loss,tessera.rl.grpo_policy_loss,rl_loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
normalize_group_advantages,tessera.rl.normalize_group_advantages,rl_loss,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,absent,device_verified_jit,absent,absent,absent,
normalize_group_advantages,tessera.rl.normalize_group_advantages,rl_loss,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,absent,device_verified_jit,absent,absent,absent,
normalize_group_advantages,tessera.rl.normalize_group_advantages,rl_loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
ppo_policy_loss,tessera.rl.ppo_policy_loss,rl_loss,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,absent,device_verified_jit,absent,absent,absent,
ppo_policy_loss,tessera.rl.ppo_policy_loss,rl_loss,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,absent,device_verified_jit,absent,absent,absent,
ppo_policy_loss,tessera.rl.ppo_policy_loss,rl_loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
rope,tessera.rope,rotary_embedding,yes,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,device_verified_abi,unsupported,device_verified_jit,absent,absent,absent,
rope,tessera.rope,rotary_embedding,yes,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,device_verified_abi,unsupported,device_verified_jit,absent,absent,absent,
rope,tessera.rope,rotary_embedding,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_abi,artifact_only,device_verified_jit,absent,absent,absent,
game_mex,tessera.game_mex,segment_reduce,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
game_mex,tessera.game_mex,segment_reduce,no,fp32,fp32,fp32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
segment_reduce,tessera.segment_reduce,segment_reduce,yes,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
segment_reduce,tessera.segment_reduce,segment_reduce,yes,fp32,fp32,fp32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
argsort,tessera.argsort,sort,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
argsort,tessera.argsort,sort,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
sort,tessera.sort,sort,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
sort,tessera.sort,sort,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
top_k,tessera.top_k,sort,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
top_k,tessera.top_k,sort,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
bsmm,tessera.bsmm,sparse,yes,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
bsmm,tessera.bsmm,sparse,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
sddmm,tessera.sddmm,sparse,yes,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
sddmm,tessera.sddmm,sparse,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
spmm_coo,tessera.spmm_coo,sparse,yes,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
spmm_coo,tessera.spmm_coo,sparse,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
spmm_csr,tessera.spmm_csr,sparse,yes,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
spmm_csr,tessera.spmm_csr,sparse,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
dct,tessera.dct,spectral,yes,bf16,bf16,fp32,public,registered,complete,fused,unsupported,device_verified_jit,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
dct,tessera.dct,spectral,yes,fp16,fp16,fp32,public,registered,complete,fused,unsupported,device_verified_jit,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
dct,tessera.dct,spectral,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
fft,tessera.fft,spectral,yes,complex64,fp32x2_interleaved,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
fft,tessera.fft,spectral,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
game_coalition_marginal,tessera.game_coalition_marginal,spectral,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
game_coalition_marginal,tessera.game_coalition_marginal,spectral,no,fp32,fp32,fp32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
game_subset_mobius,tessera.game_subset_mobius,spectral,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
game_subset_mobius,tessera.game_subset_mobius,spectral,no,fp32,fp32,fp32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
game_subset_zeta,tessera.game_subset_zeta,spectral,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
game_subset_zeta,tessera.game_subset_zeta,spectral,no,fp32,fp32,fp32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
game_superset_mobius,tessera.game_superset_mobius,spectral,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
game_superset_mobius,tessera.game_superset_mobius,spectral,no,fp32,fp32,fp32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
game_superset_zeta,tessera.game_superset_zeta,spectral,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
game_superset_zeta,tessera.game_superset_zeta,spectral,no,fp32,fp32,fp32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
ifft,tessera.ifft,spectral,yes,complex64,fp32x2_interleaved,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
ifft,tessera.ifft,spectral,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
irfft,tessera.irfft,spectral,yes,complex64,fp32x2_interleaved,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
irfft,tessera.irfft,spectral,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
istft,tessera.istft,spectral,yes,bf16,bf16,fp32,public,registered,complete,fused,unsupported,device_verified_jit,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
istft,tessera.istft,spectral,yes,complex64,fp32x2_interleaved,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
istft,tessera.istft,spectral,yes,fp16,fp16,fp32,public,registered,complete,fused,unsupported,device_verified_jit,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
istft,tessera.istft,spectral,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
rfft,tessera.rfft,spectral,yes,complex64,fp32x2_interleaved,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
rfft,tessera.rfft,spectral,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
spectral_conv,tessera.spectral_conv,spectral,yes,bf16,bf16,fp32,public,registered,complete,fused,unsupported,device_verified_jit,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
spectral_conv,tessera.spectral_conv,spectral,yes,fp16,fp16,fp32,public,registered,complete,fused,unsupported,device_verified_jit,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
spectral_conv,tessera.spectral_conv,spectral,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
spectral_filter,tessera.spectral_filter,spectral,yes,complex64,fp32x2_interleaved,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
spectral_filter,tessera.spectral_filter,spectral,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
stft,tessera.stft,spectral,yes,bf16,bf16,fp32,public,registered,complete,fused,unsupported,device_verified_jit,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
stft,tessera.stft,spectral,yes,complex64,fp32x2_interleaved,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
stft,tessera.stft,spectral,yes,fp16,fp16,fp32,public,registered,complete,fused,unsupported,device_verified_jit,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
stft,tessera.stft,spectral,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
log_softmax,tessera.log_softmax,stable_reduction,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
logsumexp,tessera.logsumexp,stable_reduction,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
reduce,tessera.reduce,stable_reduction,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
reduce,tessera.reduce,stable_reduction,no,fp32,fp32,fp32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
sigmoid_safe,tessera.sigmoid_safe,stable_reduction,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
sigmoid_safe,tessera.sigmoid_safe,stable_reduction,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
softmax,tessera.softmax,stable_reduction,yes,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,device_verified_abi,device_verified_jit,device_verified_jit,absent,absent,absent,
softmax,tessera.softmax,stable_reduction,yes,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,device_verified_abi,device_verified_jit,device_verified_jit,absent,absent,absent,
softmax,tessera.softmax,stable_reduction,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,fused,device_verified_abi,device_verified_jit,device_verified_jit,absent,absent,absent,
softmax_safe,tessera.softmax_safe,stable_reduction,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,device_verified_abi,artifact_only,unsupported,absent,absent,absent,
softmax_safe,tessera.softmax_safe,stable_reduction,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,device_verified_abi,artifact_only,unsupported,absent,absent,absent,
softmax_safe,tessera.softmax_safe,stable_reduction,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_abi,artifact_only,device_verified_jit,absent,absent,absent,
sum,tessera.reduce,stable_reduction,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,device_verified_jit,device_verified_jit,absent,absent,absent,
sum,tessera.reduce,stable_reduction,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,device_verified_jit,device_verified_jit,absent,absent,absent,
sum,tessera.reduce,stable_reduction,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,device_verified_jit,device_verified_jit,absent,absent,absent,
selective_ssm,tessera.selective_ssm,state_space,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,device_verified_jit,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
selective_ssm,tessera.selective_ssm,state_space,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,device_verified_jit,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
selective_ssm,tessera.selective_ssm,state_space,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
cache_commit,tessera.cache.commit,state_update,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
cache_commit,tessera.cache.commit,state_update,no,fp32,fp32,fp32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
cache_rollback,tessera.cache.rollback,state_update,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
cache_rollback,tessera.cache.rollback,state_update,no,fp32,fp32,fp32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
kv_cache_append,tessera.kv_cache.append,state_update,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
kv_cache_append,tessera.kv_cache.append,state_update,no,fp32,fp32,fp32,public,registered,complete,not_applicable,reference,legal_only,reference,absent,absent,device_verified_jit,absent,absent,absent,
kv_cache_prune,tessera.kv_cache.prune,state_update,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
kv_cache_prune,tessera.kv_cache.prune,state_update,no,fp32,fp32,fp32,public,registered,complete,not_applicable,reference,legal_only,reference,absent,absent,device_verified_jit,absent,absent,absent,
kv_cache_read,tessera.kv_cache.read,state_update,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,fused,unsupported,unsupported,absent,absent,absent,
kv_cache_read,tessera.kv_cache.read,state_update,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,fused,unsupported,unsupported,absent,absent,absent,
kv_cache_read,tessera.kv_cache.read,state_update,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,fused,device_verified_jit,device_verified_jit,absent,absent,absent,
conv2d,tessera.conv2d_nhwc,stencil,yes,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,device_verified_abi,unsupported,device_verified_jit,absent,absent,absent,
conv2d,tessera.conv2d_nhwc,stencil,yes,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,device_verified_abi,unsupported,device_verified_jit,absent,absent,absent,
