op_name,family,cpu_status,cpu_framework,cpu_dtypes,cpu_symbol,cpu_execution_kind,gpu_status,gpu_framework,gpu_dtypes,gpu_symbol,gpu_dispatch,proof_test,notes
slice,tensor,reference,numpy_reference,fp32,,numpy_reference,fused,,"fp32,fp16,bf16","tessera_apple_gpu_mpsgraph_slice_{f32,f16}",driver,tests/unit/test_apple_gpu_slice.py,
smooth_l1_loss,tensor,reference,numpy_reference,fp32,,numpy_reference,device_verified_jit,,fp32,,manifest,tests/unit/test_apple_*.py,
softmax,tensor,reference,numpy_reference,fp32,,numpy_reference,device_verified_abi,Metal (MSL),"fp32,fp16,bf16",tessera_apple_gpu_softmax_f32,driver,tests/unit/test_apple_backend_roadmap.py,
softmax_safe,tensor,reference,numpy_reference,fp32,,numpy_reference,device_verified_abi,Metal (MSL),"fp32,fp16,bf16",tessera_apple_gpu_softmax_f32,driver,tests/unit/test_apple_backend_roadmap.py,
sort,tensor,reference,numpy_reference,fp32,,numpy_reference,device_verified_jit,,fp32,,manifest,tests/unit/test_apple_*.py,
spec_accept,tensor,reference,numpy_reference,fp32,,numpy_reference,device_verified_jit,,fp32,,manifest,tests/unit/test_apple_*.py,
spec_accept_sample,tensor,reference,numpy_reference,fp32,,numpy_reference,device_verified_jit,,fp32,,manifest,tests/unit/test_apple_*.py,
spec_accept_tree_sample,tensor,reference,numpy_reference,fp32,,numpy_reference,device_verified_jit,,fp32,,manifest,tests/unit/test_apple_*.py,
spectral_norm,tensor,reference,numpy_reference,fp32,,numpy_reference,device_verified_jit,,fp32,,manifest,tests/unit/test_apple_*.py,
spmm_coo,tensor,reference,numpy_reference,fp32,,numpy_reference,device_verified_jit,Metal (MSL; host COO-to-CSR adapter),fp32,tessera_apple_gpu_spmm_csr_f32 (COO-to-CSR adapter),driver,tests/unit/test_apple_gpu_spmm_coo_compiled.py,
spmm_csr,tensor,reference,numpy_reference,fp32,,numpy_reference,device_verified_jit,Metal (MSL),fp32,tessera_apple_gpu_spmm_csr_f32,driver,tests/unit/test_apple_gpu_spmm_csr_compiled.py,
stack,tensor,reference,numpy_reference,fp32,,numpy_reference,device_verified_jit,,fp32,,manifest,tests/unit/test_apple_*.py,
stereographic,tensor,reference,numpy_reference,fp32,,numpy_reference,device_verified_jit,,fp32,,manifest,tests/unit/test_apple_*.py,
sum,tensor,reference,numpy_reference,fp32,,numpy_reference,device_verified_jit,,fp32,,manifest,tests/unit/test_apple_*.py,
svd,tensor,reference,numpy_reference,fp32,,numpy_reference,device_verified_jit,,fp32,,manifest,tests/unit/test_apple_*.py,
tile,tensor,reference,numpy_reference,fp32,,numpy_reference,device_verified_jit,,fp32,,manifest,tests/unit/test_apple_*.py,
tile_view,tensor,reference,numpy_reference,fp32,,numpy_reference,device_verified_jit,,fp32,,manifest,tests/unit/test_apple_*.py,
transpose,tensor,reference,numpy_reference,fp32,,numpy_reference,fused,,"fp32,fp16,bf16","tessera_apple_gpu_mpsgraph_transpose_{f32,f16}",driver,tests/unit/test_apple_gpu_transpose.py,
unpack,tensor,reference,numpy_reference,fp32,,numpy_reference,device_verified_jit,,fp32,,manifest,tests/unit/test_apple_*.py,
varlen_sdpa,tensor,reference,numpy_reference,fp32,,numpy_reference,fused,,fp32,,manifest,tests/unit/test_apple_gpu_composite_helpers.py,
vlb_loss,tensor,reference,numpy_reference,fp32,,numpy_reference,device_verified_jit,,fp32,,manifest,tests/unit/test_apple_*.py,
z_loss,tensor,reference,numpy_reference,fp32,,numpy_reference,device_verified_jit,,fp32,,manifest,tests/unit/test_apple_*.py,
